Nom, Kingdom, Division
Basileuterus, Animalia, Chordata
Chaetosphaeridium, Other, Other
Cruziohyla, Animalia, Chordata
Cupiennius, Animalia, Arthropoda
Myadestes, Animalia, Chordata
Microsporidia, Other, Other
Psidium, Plantae, Angiosperms
Acanthurus, Animalia, Chordata
Toxostoma, Animalia, Chordata
Archosargus, Animalia, Chordata
Siren, Animalia, Chordata
Nemipterus, Animalia, Chordata
Oocystaceae, Other, Other
Cochlearia, Plantae, Angiosperms
Manis, Animalia, Chordata
Sthenopis, Animalia, Chordata
Chiangiodendron, Plantae, Angiosperms
Chymomyza, Animalia, Arthropoda
Atule, Animalia, Chordata
Glomeromycotina, Fungi, Glomeromycota
Micropterus, Animalia, Chordata
Adipicola, Animalia, Mollusca
Tarsipes, Animalia, Chordata
Agaricales, Fungi, Basidiomycota
Ophiocara, Animalia, Chordata
Chloroclados, Plantae, Chlorophyta
Gonatopsis, Animalia, Chordata
Nassella, Plantae, Angiosperms
Leucocytozoon, Other, Other
Chortophaga, Animalia, Arthropoda
Distimake, Other, Other
Crateva, Plantae, Angiosperms
Tirumala, Animalia, Arthropoda
Paeonia, Plantae, Angiosperms
Elgaria, Animalia, Chordata
Quassia, Plantae, Angiosperms
Napaeozapus, Animalia, Chordata
Macrolepiota, Fungi, Basidiomycota
Lithobates, Animalia, Chordata
Calliphora, Animalia, Arthropoda
Pityogenes, Animalia, Arthropoda
Solidago, Plantae, Angiosperms
Peucephyllum, Plantae, Angiosperms
Strymon, Animalia, Arthropoda
Ulota, Plantae, Bryophyta
Galagoides, Animalia, Chordata
Hydrophyllum, Plantae, Angiosperms
Praomys, Animalia, Chordata
Averrhoa, Plantae, Angiosperms
Cupido, Animalia, Arthropoda
Serrognathus, Animalia, Arthropoda
Bathymaster, Animalia, Chordata
Montrichardia, Plantae, Angiosperms
Hammondia, Other, Other
Babycurus, Animalia, Arthropoda
Pagellus, Animalia, Chordata
Zelotes, Animalia, Arthropoda
Alternaria, Fungi, Ascomycota
Turbellaria, Animalia, Platyhelminthes
Nesomys, Animalia, Chordata
Sarcomphalus, Animalia, Arthropoda
Sciaenops, Animalia, Chordata
Cestrum, Plantae, Angiosperms
Exoneura, Animalia, Arthropoda
Heliconius, Animalia, Arthropoda
Sabellastarte, Animalia, Annelida
Schinus, Plantae, Angiosperms
Eulamprus, Animalia, Chordata
Abelmoschus, Plantae, Angiosperms
Cavenderia, Plantae, Angiosperms
Ornithorhynchus, Animalia, Chordata
Zygnema, Plantae, Charophyta
Taurotragus, Animalia, Chordata
Antachara, Animalia, Arthropoda
Medicago, Plantae, Angiosperms
Anaphalis, Plantae, Angiosperms
Anticarsia, Animalia, Arthropoda
Regalecus, Animalia, Chordata
Ascomycota, Fungi, Ascomycota
Berenicornis, Animalia, Chordata
Lancea, Plantae, Angiosperms
Phthonandria, Animalia, Arthropoda
Aegolius, Animalia, Chordata
Penaeus, Animalia, Chordata
Leptomantella, Fungi, Basidiomycota
Chiropotes, Animalia, Chordata
Paranyctimene, Animalia, Chordata
Pantherophis, Animalia, Chordata
Rhynchactis, Animalia, Chordata
Labriformes, Animalia, Chordata
Satureja, Plantae, Angiosperms
Hoplosternum, Animalia, Chordata
Caulophyllum, Plantae, Angiosperms
Pseudexostoma, Animalia, Chordata
Cervus, Animalia, Chordata
Proceratophrys, Animalia, Chordata
Endria, Animalia, Chordata
Solorina, Fungi, Ascomycota
Sclerocrangon, Animalia, Arthropoda
Alcithoe, Animalia, Chordata
Rhea, Animalia, Chordata
Pristhesancus, Animalia, Arthropoda
Lanthanotus, Animalia, Chordata
Lasiommata, Animalia, Arthropoda
Otopteropus, Animalia, Chordata
Galictis, Animalia, Chordata
Rhynchosporium, Fungi, Ascomycota
Stachybotrys, Fungi, Ascomycota
Cryptoblepharus, Animalia, Chordata
Carpodacus, Animalia, Chordata
Pigea, Animalia, Mollusca
Cubaia, Animalia, Arthropoda
Arenicola, Animalia, Annelida
Diplazium, Plantae, Pteridophyta
Abbottina, Animalia, Chordata
Mycalesis, Animalia, Arthropoda
Urodacus, Animalia, Arthropoda
Agelena, Animalia, Arthropoda
Ephestia, Animalia, Arthropoda
Hololena, Animalia, Arthropoda
Grayia, Plantae, Angiosperms
Mus, Animalia, Chordata
Neuronema, Animalia, Arthropoda
Eucomis, Plantae, Angiosperms
Hyperoodon, Animalia, Chordata
Anourosorex, Animalia, Chordata
Achlyodes, Animalia, Arthropoda
Leggadina, Animalia, Chordata
Cochliomyia, Animalia, Arthropoda
Prolemur, Animalia, Chordata
Fagus, Plantae, Angiosperms
Rhizostoma, Animalia, Cnidaria
Trichoplusia, Animalia, Arthropoda
Rubus, Plantae, Angiosperms
Sinapis, Plantae, Angiosperms
Isacia, Animalia, Chordata
Nannospalax, Animalia, Chordata
Pseudoplatystoma, Animalia, Chordata
Arthrostemma, Plantae, Angiosperms
Halicampus, Animalia, Chordata
Odocoileus, Animalia, Chordata
Podilymbus, Animalia, Chordata
Artemisia, Plantae, Angiosperms
Hoplocoryphella, Animalia, Arthropoda
Rupicola, Animalia, Chordata
Helotiales, Fungi, Ascomycota
Episoriculus, Animalia, Chordata
Plectreurys, Animalia, Arthropoda
Artedia, Animalia, Arthropoda
Mystus, Animalia, Chordata
Lepidosiren, Animalia, Chordata
Lalage, Animalia, Chordata
Coraebus, Animalia, Arthropoda
Nyctanassa, Animalia, Chordata
Tabernaemontana, Plantae, Angiosperms
Callosciurus, Animalia, Chordata
Atheris, Animalia, Chordata
Aegilops, Plantae, Angiosperms
Ophrys, Plantae, Angiosperms
Pelecanus, Animalia, Chordata
Ostertagia, Animalia, Nematoda
Hirundo, Animalia, Chordata
Convoluta, Animalia, Platyhelminthes
Uromyces, Fungi, Basidiomycota
Erythrocebus, Animalia, Chordata
Zaedyus, Animalia, Chordata
Rucervus, Animalia, Chordata
Elsholtzia, Plantae, Angiosperms
Mystrium, Animalia, Arthropoda
Melica, Plantae, Angiosperms
Trema, Plantae, Angiosperms
Delphinapterus, Animalia, Chordata
Chromolaena, Plantae, Angiosperms
Strophosoma, Animalia, Arthropoda
Hydrornis, Animalia, Chordata
Lycodichthys, Animalia, Chordata
Acytostelium, Protista, Amoebozoa
Eulemur, Animalia, Chordata
Zamenis, Animalia, Chordata
Amandava, Animalia, Chordata
Cissa, Animalia, Chordata
Ptychomitrium, Plantae, Bryophyta
Scinax, Animalia, Chordata
Magnusiomyces, Fungi, Basidiomycota
Kajikia, Animalia, Chordata
Bobartia, Plantae, Angiosperms
Gambusia, Animalia, Chordata
Botryllus, Animalia, Chordata
Sonchus, Plantae, Angiosperms
Liua, Animalia, Chordata
Catopuma, Animalia, Chordata
Ashbya, Fungi, Ascomycota
Diacronema, Protista, Rhodophyta
Hypolepis, Plantae, Pteridophyta
Wachendorfia, Plantae, Angiosperms
Apalone, Animalia, Chordata
Monodon, Animalia, Chordata
Eleotris, Animalia, Chordata
Pontia, Animalia, Arthropoda
Acyrthosiphon, Animalia, Arthropoda
Chtenopteryx, Animalia, Arthropoda
Tsuga, Plantae, Pinophyta
Aphis, Animalia, Arthropoda
Gongylus, Animalia, Arthropoda
Platalina, Animalia, Chordata
Echeneis, Animalia, Chordata
Xyrichtys, Animalia, Chordata
Cnaphalocrocis, Animalia, Arthropoda
Soldanella, Plantae, Angiosperms
Diplocirrus, Animalia, Annelida
Cyrtopodion, Animalia, Chordata
Euprymna, Animalia, Mollusca
Hemimysis, Animalia, Arthropoda
Parthenium, Plantae, Angiosperms
Neonympha, Animalia, Arthropoda
Booneacris, Animalia, Arthropoda
Nicrophorus, Animalia, Arthropoda
Pagophilus, Animalia, Chordata
Funneliformis, Animalia, Arthropoda
Grevillea, Plantae, Angiosperms
Synemon, Animalia, Arthropoda
Lemyra, Animalia, Arthropoda
Moho, Animalia, Chordata
Spermophilus, Animalia, Chordata
Metajapyx, Animalia, Arthropoda
Engystomops, Animalia, Chordata
Podocnemis, Animalia, Chordata
Silphium, Plantae, Angiosperms
Solenopsis, Animalia, Arthropoda
Homaemus, Animalia, Arthropoda
Trachylepis, Animalia, Chordata
Asteropus, Animalia, Arthropoda
Calamus, Animalia, Chordata
Coriaria, Plantae, Angiosperms
Tranopelta, Animalia, Arthropoda
Phaius, Plantae, Angiosperms
Alle, Animalia, Chordata
Asperula, Plantae, Angiosperms
Mellita, Animalia, Echinodermata
Pernis, Animalia, Chordata
Caesio, Animalia, Chordata
Tarentola, Animalia, Chordata
Bitis, Animalia, Chordata
Punctoterebra, Animalia, Mollusca
Edhazardia, Other, Other
Nakaseomyces, Fungi, Ascomycota
Phyllaplysia, Animalia, Mollusca
Libinia, Animalia, Arthropoda
Dactylopterus, Animalia, Chordata
Arbutus, Plantae, Angiosperms
Boaedon, Animalia, Chordata
Pinicola, Animalia, Chordata
Paropsis, Animalia, Arthropoda
Uperoleia, Animalia, Chordata
Pachydactylus, Animalia, Chordata
Mystromys, Animalia, Chordata
Macrurocampa, Animalia, Arthropoda
Typhlonectes, Animalia, Chordata
Deirochelys, Animalia, Chordata
Valonia, Plantae, Chlorophyta
Eucalyptus, Plantae, Angiosperms
Kobus, Animalia, Chordata
Chroicoptera, Animalia, Arthropoda
Lagerstroemia, Plantae, Angiosperms
Peltoperla, Animalia, Arthropoda
Lampropsar, Animalia, Chordata
Xenicus, Animalia, Chordata
Licuala, Plantae, Angiosperms
Mycale, Animalia, Porifera
Pepsis, Animalia, Arthropoda
Phialophora, Fungi, Ascomycota
Viburnum, Plantae, Angiosperms
Acanthopagrus, Animalia, Chordata
Sorbus, Plantae, Angiosperms
Uma, Animalia, Chordata
Hydrolycus, Animalia, Chordata
Dendrothele, Fungi, Basidiomycota
Trialeurodes, Animalia, Arthropoda
PoecilOtheria, Animalia, Arthropoda
Amylomyces, Fungi, Ascomycota
Cistopus, Animalia, Arthropoda
Xanthyris, Animalia, Arthropoda
Pherbellia, Animalia, Arthropoda
Araptus, Animalia, Arthropoda
Neoniphon, Animalia, Chordata
Glyphonycteris, Animalia, Chordata
Tarachodes, Animalia, Arthropoda
Ochrogaster, Animalia, Arthropoda
Chloropsis, Animalia, Chordata
Biphyllus, Animalia, Arthropoda
Fomes, Fungi, Basidiomycota
Leiopelma, Animalia, Chordata
Hedychium, Plantae, Angiosperms
Psammocora, Animalia, Cnidaria
Bathyergus, Animalia, Chordata
Chiromyscus, Animalia, Chordata
Anoplocephaloides, Animalia, Platyhelminthes
Ceanothus, Plantae, Angiosperms
Calanthe, Plantae, Angiosperms
Lunaria, Plantae, Angiosperms
Eusilpha, Animalia, Arthropoda
Microdipodops, Animalia, Chordata
Trachinotus, Animalia, Chordata
Embiotoca, Animalia, Chordata
Cryptomonas, Protista, Cryptophyta
Xenus, Animalia, Chordata
Locusta, Animalia, Arthropoda
Coryphella, Animalia, Mollusca
Physeter, Animalia, Chordata
Lindbergichthys, Animalia, Chordata
Salamandrella, Animalia, Chordata
Glareola, Animalia, Chordata
Sherardia, Plantae, Angiosperms
Adisura, Animalia, Arthropoda
Iresine, Plantae, Angiosperms
Conilurus, Animalia, Chordata
Erysiphe, Fungi, Ascomycota
Gegeneophis, Animalia, Chordata
Cocos, Plantae, Angiosperms
Trigonobalanus, Plantae, Angiosperms
Lycoris, Plantae, Angiosperms
Cataglyphis, Animalia, Arthropoda
Lophostoma, Animalia, Chordata
Phasianus, Animalia, Chordata
Siproeta, Animalia, Arthropoda
Myrmecophaga, Animalia, Chordata
Graecoanatolica, Other, Other
Staphylea, Plantae, Angiosperms
Piper, Plantae, Angiosperms
Sholicola, Animalia, Chordata
Strigops, Animalia, Chordata
Tenrec, Animalia, Chordata
Fischoederius, Animalia, Chordata
Venustaconcha, Animalia, Mollusca
Dikerogammarus, Animalia, Arthropoda
Enhydra, Animalia, Chordata
Gliricidia, Plantae, Angiosperms
Spuriopimpinella, Plantae, Angiosperms
Pseudopodoces, Animalia, Chordata
Notiomys, Animalia, Chordata
Apiospora, Fungi, Ascomycota
Ocypode, Animalia, Arthropoda
Heteromurus, Animalia, Arthropoda
Blepharodera, Animalia, Arthropoda
Hemiechinus, Animalia, Chordata
Buceros, Animalia, Chordata
Cittarium, Animalia, Mollusca
Macropipus, Animalia, Arthropoda
Nettapus, Animalia, Chordata
Colias, Animalia, Arthropoda
Roombia, Other, Other
Rhodostethia, Animalia, Chordata
Oxymycterus, Animalia, Chordata
Jabiru, Animalia, Chordata
Halobatrachus, Animalia, Chordata
Ips, Animalia, Arthropoda
Lachesis, Animalia, Chordata
Oikopleura, Animalia, Chordata
Dinornis, Animalia, Chordata
Anoplogaster, Animalia, Chordata
Plecotus, Animalia, Chordata
Melibe, Animalia, Mollusca
Penstemon, Plantae, Angiosperms
Neonothopanus, Fungi, Basidiomycota
Epicoccum, Fungi, Ascomycota
Aegopodium, Plantae, Angiosperms
Grewia, Plantae, Angiosperms
Pseudochaenichthys, Animalia, Chordata
Cephalophorus, Animalia, Chordata
Deroceras, Animalia, Mollusca
Echinocystis, Plantae, Angiosperms
Parthenocissus, Plantae, Angiosperms
Passerculus, Animalia, Chordata
Caulanthus, Plantae, Angiosperms
Athene, Animalia, Chordata
Abrophyllum, Plantae, Angiosperms
Albizia, Plantae, Angiosperms
Clowesia, Plantae, Angiosperms
Euderma, Animalia, Chordata
Glauconycteris, Animalia, Chordata
Harpagifer, Animalia, Chordata
Lialis, Animalia, Chordata
Ommastrephes, Animalia, Mollusca
Volvox, Other, Other
Cynictis, Animalia, Chordata
Eualus, Animalia, Arthropoda
Telmatobius, Animalia, Chordata
Strigiformes, Animalia, Chordata
Heteromorpha, Animalia, Arthropoda
Triturus, Animalia, Chordata
Phrurotimpus, Animalia, Arthropoda
Lygeum, Plantae, Angiosperms
Isothrix, Animalia, Chordata
Neptis, Animalia, Arthropoda
Sphaerulina, Fungi, Ascomycota
Limnocalanus, Animalia, Arthropoda
Afrocarpus, Plantae, Gymnosperms
Proserpinus, Animalia, Arthropoda
Fouquieria, Plantae, Angiosperms
Adolphia, Plantae, Angiosperms
Convolutriloba, Animalia, Platyhelminthes
Cycloloma, Plantae, Angiosperms
Liposcelis, Animalia, Arthropoda
Masticophis, Animalia, Chordata
Acanthodactylus, Animalia, Chordata
Miniopterus, Animalia, Chordata
Zeldia, Animalia, Arthropoda
Agrocybe, Fungi, Basidiomycota
Oriolus, Animalia, Chordata
Myriapoda, Animalia, Arthropoda
Sigmops, Animalia, Chordata
Amischotolype, Plantae, Angiosperms
Annulohypoxylon, Fungi, Ascomycota
Cryptocentrus, Animalia, Chordata
Sardinella, Animalia, Chordata
Mosquitoxylum, Animalia, Chordata
Semirossia, Animalia, Arthropoda
Taenia, Animalia, Platyhelminthes
Chrysolophus, Animalia, Chordata
Bilobella, Animalia, Chordata
Candoia, Animalia, Chordata
Hydroides, Animalia, Annelida
Seriolella, Animalia, Chordata
Trimerotropis, Animalia, Arthropoda
Galeocerdo, Animalia, Chordata
Eutetras, Animalia, Arthropoda
Holocentrus, Animalia, Chordata
Anabarilius, Animalia, Chordata
Beris, Animalia, Arthropoda
Leptinotarsa, Animalia, Arthropoda
Pseudacysta, Animalia, Arthropoda
Hexagenia, Animalia, Arthropoda
Piabina, Animalia, Chordata
Ctenarytaina, Animalia, Arthropoda
Polytrichum, Plantae, Bryophytes
Exochomus, Animalia, Arthropoda
Choreutis, Animalia, Arthropoda
Gnathophyllum, Animalia, Arthropoda
Sterna, Animalia, Chordata
Sialia, Animalia, Chordata
Anorrhinus, Animalia, Chordata
Ruspolia, Animalia, Chordata
Rathbunella, Animalia, Chordata
Butorides, Animalia, Chordata
Chthonerpeton, Animalia, Chordata
Lissodelphis, Animalia, Chordata
Selenia, Animalia, Arthropoda
Prunus, Plantae, Angiosperms
Antilocapra, Animalia, Chordata
Pericallis, Plantae, Angiosperms
Allenrolfea, Plantae, Angiosperms
Schizocosa, Animalia, Arthropoda
Pogonia, Plantae, Angiosperms
Cercaria, Animalia, Platyhelminthes
Guatteria, Plantae, Angiosperms
Poospiza, Animalia, Chordata
Peponocephala, Animalia, Chordata
Coua, Animalia, Chordata
Ascalohybris, Animalia, Arthropoda
Gammarus, Animalia, Arthropoda
Liocarcinus, Animalia, Arthropoda
Harmothoe, Animalia, Annelida
Rudolfiella, Animalia, Arthropoda
Metapone, Animalia, Arthropoda
Pichia, Other, Other
Leptatherina, Animalia, Chordata
Stercorarius, Animalia, Chordata
Apterobittacus, Animalia, Arthropoda
Osgoodomys, Animalia, Chordata
Anthoxanthum, Plantae, Angiosperms
Adenocaulon, Plantae, Angiosperms
Idiurus, Animalia, Chordata
Stigmatomma, Animalia, Arthropoda
Thylogale, Animalia, Chordata
Myospalax, Animalia, Chordata
Mitu, Animalia, Chordata
Urogymnus, Animalia, Chordata
Zostera, Plantae, Angiosperms
Limnomys, Animalia, Chordata
Tetrapisispora, Other, Other
Biancaea, Plantae, Angiosperms
Amblygobius, Animalia, Chordata
Cuniculus, Animalia, Chordata
Batozonellus, Animalia, Chordata
Neurolaena, Plantae, Angiosperms
Chrotogale, Animalia, Chordata
Entylia, Plantae, Angiosperms
Cannabis, Plantae, Angiosperms
Carpinus, Plantae, Angiosperms
Memphis, Animalia, Arthropoda
Mesostigma, Other, Other
Pseudotsuga, Plantae, Gymnosperms
Ornithodoros, Animalia, Arthropoda
Hemiselmis, Other, Other
Anthoscopus, Animalia, Chordata
Anoura, Animalia, Chordata
Camponotus, Animalia, Arthropoda
Aleurochiton, Animalia, Arthropoda
Chionomys, Animalia, Chordata
Toxoplasma, Animalia, Apicomplexa
Boleophthalmus, Animalia, Chordata
Clanga, Animalia, Chordata
Estigmene, Animalia, Arthropoda
Cyllopsis, Animalia, Arthropoda
Sarcocystis, Animalia, Apicomplexa
Eurythoe, Animalia, Annelida
Stator, Animalia, Arthropoda
Opisthocomus, Animalia, Chordata
Thalassophryne, Animalia, Chordata
Amblema, Animalia, Chordata
Tripterygion, Animalia, Chordata
Crocidura, Animalia, Chordata
Celeus, Animalia, Chordata
Panthera, Animalia, Chordata
Rhynchonycteris, Animalia, Chordata
Bursera, Plantae, Angiosperms
Apocrypta, Animalia, Arthropoda
Dracogyra, Animalia, Arthropoda
Mallotus, Plantae, Angiosperms
Semnopithecus, Animalia, Chordata
Wuchereria, Animalia, Nematoda
Trichechus, Animalia, Chordata
Mesosemia, Animalia, Arthropoda
Callistephus, Plantae, Angiosperms
Eriosoma, Animalia, Arthropoda
Argiope, Animalia, Arthropoda
Hyas, Animalia, Arthropoda
Asterophrys, Animalia, Chordata
Eunota, Animalia, Arthropoda
Kurixalus, Animalia, Chordata
Kinyongia, Animalia, Chordata
Murgantia, Animalia, Arthropoda
Callistemon, Plantae, Angiosperms
Neoconocephalus, Animalia, Arthropoda
Tecoma, Plantae, Angiosperms
Noctiluca, Other, Other
Lechriodus, Animalia, Chordata
Upupa, Animalia, Chordata
Bucephala, Animalia, Chordata
Mastigoproctus, Animalia, Arthropoda
Athalia, Animalia, Arthropoda
Caranx, Animalia, Chordata
Polycera, Animalia, Mollusca
Scomberesox, Animalia, Chordata
Antholoba, Animalia, Arthropoda
Irvingia, Plantae, Angiosperms
Lissonycteris, Animalia, Chordata
Salinomys, Animalia, Chordata
Eupatorium, Plantae, Angiosperms
Evynnis, Animalia, Chlordata
Devaleraea, Other, Other
Borikenophis, Animalia, Chordata
Jamesbrittenia, Plantae, Angiosperms
Elapognathus, Animalia, Chordata
Anartia, Animalia, Arthropoda
Conus, Animalia, Mollusca
Bornetella, Other, Other
Andrographis, Plantae, Angiosperms
Lamarckia, Plantae, Angiosperms
Macrorhamphosodes, Animalia, Chordata
Mantisatta, Animalia, Arthropoda
Pachyptila, Animalia, Chordata
Scolopax, Animalia, Chordata
Pandanus, Plantae, Angiosperms
Phlox, Plantae, Angiosperms
Acantopsis, Animalia, Chordata
Anoplius, Animalia, Arthropoda
Caltha, Plantae, Angiosperms
Saguinus, Animalia, Chordata
Charybdis, Animalia, Arthropoda
Lonchorhina, Animalia, Chordata
Menisporopsis, Other, Other
Colossendeis, Animalia, Arthropoda
Heteropoda, Animalia, Arthropoda
Curtisia, Plantae, Angiosperms
Nepeta, Plantae, Angiosperms
Modiolus, Animalia, Mollusca
Oporornis, Animalia, Chordata
Viscaria, Plantae, Angiosperms
Vireo, Animalia, Chordata
Halomonhystera, Animalia, Nematoda
Monocentropus, Animalia, Arthropoda
Dendromecon, Plantae, Angiosperms
Isochrysis, Other, Other
Watasenia, Animalia, Chordata
Crossaster, Animalia, Echinodermata
Archelaphe, Animalia, Chordata
Bufotes, Animalia, Chordata
Vancouveria, Plantae, Angiosperms
Uromys, Animalia, Chordata
Netta, Animalia, Chordata
Vachellia, Plantae, Angiosperms
Phylloscopus, Animalia, Chordata
Vallaris, Plantae, Angiosperms
Pugettia, Animalia, Arthropoda
Koelreuteria, Plantae, Angiosperms
Metrosideros, Plantae, Angiosperms
Biston, Animalia, Arthropoda
Cryptothylax, Animalia, Chordata
Desmapsamma, Animalia, Porifera
Stapelia, Plantae, Angiosperms
Themiste, Animalia, Chordata
Calciphilopteris, Plantae, Pteridophyta
Pantholops, Animalia, Chordata
Marmosa, Animalia, Chordata
Vespertilio, Animalia, Chordata
Alpheus, Animalia, Arthropoda
Haemaphysalis, Animalia, Arthropoda
Lithophyllon, Animalia, Cnidaria
Physarum, Other, Other
Neodon, Animalia, Chordata
Molgula, Animalia, Chordata
Danaus, Animalia, Arthropoda
Lepisma, Animalia, Arthropoda
Zaglossus, Animalia, Chordata
Lagostomus, Animalia, Chordata
Ambloplites, Animalia, Chordata
Basilinna, Animalia, Chordata
Centranthus, Plantae, Angiosperms
Nymphes, Animalia, Arthropoda
Orthemis, Animalia, Arthropoda
Myiarchus, Animalia, Chordata
Plotosus, Animalia, Chordata
Typhlatya, Animalia, Arthropoda
Myoictis, Animalia, Chordata
Xanthorhoe, Animalia, Arthropoda
Ricinus, Plantae, Angiosperms
Galaxiella, Animalia, Chordata
Ascaphus, Animalia, Chordata
Osmerus, Animalia, Chordata
Dendroctonus, Animalia, Arthropoda
Lyreidus, Animalia, Arthropoda
Corydalis, Animalia, Arthropoda
Paramyrothecium, Other, Other
Tapecomys, Animalia, Chordata
Cambarus, Animalia, Arthropoda
Iotrochota, Animalia, Arthropoda
Armadillidium, Animalia, Arthropoda
Thryptomene, Plantae, Angiosperms
Cerianthus, Animalia, Cnidaria
Phyllostomus, Animalia, Chordata
Lethrinus, Animalia, Chordata
