3053407, Animalia, Arthropoda
4002, Plantae, Angiosperms
85299, Animalia, Arthropoda
3770, Plantae, Angiosperms
175843, Animalia, Chordata
175844, Animalia, Chordata
1069883, Animalia, Arthropoda
4270, Plantae, Angiosperms
1356009, Fungi, Ascomycota
264951, Fungi, Ascomycota
118381, Animalia, Arthropoda
4426, Plantae, Angiosperms
48852, Animalia, Chordata
141836, Animalia, Chordata
30596, Animalia, Chordata
59379, Animalia, Arthropoda
84788, Animalia, Chordata
1646117, Animalia, Arthropoda
141834, Animalia, Chordata
261658, Plantae, Angiosperms
141274, Animalia, Chordata
12983, Animalia, Chordata
141837, Animalia, Chordata
70825, Animalia, Chordata
136504, Animalia, Chordata
121385, Animalia, Chordata
141835, Animalia, Chordata
84814, Animalia, Chordata
141271, Animalia, Chordata
84815, Animalia, Chordata
12985, Animalia, Arthropoda
71296, Animalia, Mollusca
135651, Animalia, Nematoda
6238, Animalia, Nematoda
182665, Animalia, Chordata
95199, Animalia, Arthropoda
119694, Animalia, Chordata
6239, Animalia, Nematoda
172846, Animalia, Arthropoda
37696, Animalia, Chordata
1415575, Animalia, Chordata
281687, Animalia, Nematoda
53846, Plantae, Angiosperms
31234, Animalia, Nematoda
356198, Animalia, Chordata
543901, Animalia, Chordata
33653, Protista, Alveolata
157164, Animalia, Chordata
8499, Animalia, Chordata
8855, Animalia, Chordata
3821, Plantae, Angiosperms
220483, Plantae, Angiosperms
279936, Animalia, Chordata
77336, Plantae, Angiosperms
192723, Animalia, Chordata
145452, Animalia, Arthropoda
62009, Animalia, Arthropoda
458538, Animalia, Arthropoda
87482, Animalia, Arthropoda
1309695, Animalia, Cnidaria
145454, Animalia, Arthropoda
688402, Animalia, Arthropoda
240499, Fungi, Ascomycota
8919, Animalia, Chordata
204211, Plantae, Angiosperms
9244, Animalia, Chordata
394117, Animalia, Chordata
134851, Plantae, Angiosperms
333528, Animalia, Arthropoda
96047, Plantae, Angiosperms
257891, Animalia, Arthropoda
57375, Animalia, Chordata
302767, Animalia, Chordata
279937, Animalia, Chordata
1197119, Plantae, Algae
370330, Animalia, Arthropoda
257890, Animalia, Arthropoda
8633, Animalia, Chordata
414942, Animalia, Arthropoda
35551, Other, Other
179899, Animalia, Chordata
707973, Animalia, Arthropoda
179900, Animalia, Chordata
78714, Other, Other
706268, Animalia, Arthropoda
43450, Other, Other
94334, Plantae, Angiosperms
67771, Animalia, Chordata
1219929, Animalia, Arthropoda
192207, Animalia, Chordata
247896, Plantae, Angiosperms
765184, Animalia, Chordata
13379, Plantae, Angiosperms
87480, Animalia, Arthropoda
229100, Other, Other
56210, Animalia, Chordata
344056, Animalia, Arthropoda
64664, Animalia, Chordata
371909, Animalia, Chordata
68533, Plantae, Angiosperms
188112, Animalia, Chordata
146774, Animalia, Arthropoda
227173, Animalia, Chordata
886552, Animalia, Chordata
7867, Animalia, Chordata
146765, Animalia, Arthropoda
300641, Animalia, Platyhelminthes
170247, Animalia, Arthropoda
101724, Animalia, Arthropoda
13387, Plantae, Gymnosperms
28515, Plantae, Angiosperms
317383, Animalia, Cnidaria
52122, Animalia, Chordata
43586, Animalia, Chordata
145451, Animalia, Arthropoda
457889, Plantae, Angiosperms
29668, Plantae, Angiosperms
64677, Animalia, Chordata
73634, Animalia, Arthropoda
279940, Animalia, Chordata
340437, Animalia, Chordata
160455, Animalia, Chordata
362796, Plantae, Marchantiophyta
217133, Animalia, Chordata
212734, Plantae, Magnoliophyta
6837, Animalia, Arthropoda
3429, Plantae, Magnoliophyta
54798, Plantae, Gymnosperms
54581, Animalia, Chordata
179902, Animalia, Chordata
127480, Animalia, Arthropoda
177015, Plantae, Angiosperms
179903, Animalia, Chordata
86228, Animalia, Arthropoda
52231, Animalia, Chordata
4066, Plantae, Angiosperms
113644, Animalia, Arthropoda
67773, Animalia, Chordata
9495, Animalia, Chordata
120479, Animalia, Arthropoda
655848, Animalia, Chordata
279938, Animalia, Chordata
13381, Plantae, Angiosperms
114068, Animalia, Arthropoda
143468, Animalia, Chordata
145456, Animalia, Arthropoda
169185, Animalia, Chordata
114069, Animalia, Arthropoda
49409, Animalia, Arthropoda
158927, Plantae, Angiosperms
126286, Animalia, Chordata
1940537, Animalia, Chordata
334752, Animalia, Arthropoda
108539, Plantae, Angiosperms
9483, Animalia, Chordata
105891, Plantae, Angiosperms
867363, Animalia, Chordata
40623, Fungi, Ascomycota
135424, Animalia, Chordata
56211, Animalia, Chordata
79622, Animalia, Chordata
706271, Animalia, Arthropoda
174778, Animalia, Arthropoda
1343298, Animalia, Arthropoda
42713, Animalia, Chordata
285225, Animalia, Arthropoda
29106, Animalia, Chordata
76772, Animalia, Chordata
377232, Plantae, Pteridophyta
82220, Plantae, Angiosperms
134853, Plantae, Angiosperms
28682, Animalia, Chordata
279935, Animalia, Chordata
515824, Animalia, Mollusca
50491, Animalia, Arthropoda
183009, Other, Other
1267412, Animalia, Arthropoda
99842, Animalia, Chordata
1343294, Animalia, Arthropoda
7868, Animalia, Chordata
695509, Animalia, Chordata
127483, Animalia, Arthropoda
145455, Animalia, Arthropoda
240202, Animalia, Chordata
154335, Animalia, Platyhelminthes
257541, Animalia, Mollusca
279941, Animalia, Chordata
64391, Animalia, Arthropoda
187931, Animalia, Chordata
56212, Animalia, Chordata
194938, Animalia, Chordata
886553, Animalia, Chordata
187106, Animalia, Chordata
64678, Animalia, Chordata
177218, Animalia, Arthropoda
3430, Plantae, Magnoliophyta
36062, Animalia, Arthropoda
41496, Plantae, Angiosperms
318695, Animalia, Arthropoda
198940, Animalia, Chordata
179906, Animalia, Chordata
6114, Animalia, Cnidaria
371908, Animalia, Chordata
141467, Plantae, Angiosperms
70610, Animalia, Chordata
178121, Plantae, Angiosperms
45007, Plantae, Angiosperms
198806, Animalia, Chordata
236818, Animalia, Arthropoda
57378, Animalia, Chordata
178539, Animalia, Porifera
3449, Plantae, Angiosperms
186546, Animalia, Chordata
78274, Animalia, Chordata
73732, Plantae, Angiosperms
78275, Animalia, Chordata
179907, Animalia, Chordata
298093, Animalia, Arthropoda
217132, Animalia, Chordata
279961, Animalia, Chordata
64676, Animalia, Chordata
419956, Animalia, Arthropoda
242269, Animalia, Arthropoda
168061, Plantae, Angiosperms
8717, Animalia, Chordata
39283, Animalia, Chordata
217165, Animalia, Arthropoda
178202, Animalia, Arthropoda
269418, Animalia, Arthropoda
60821, Animalia, Arthropoda
9010, Animalia, Chordata
52612, Animalia, Arthropoda
47519, Plantae, Angiosperms
138870, Plantae, Angiosperms
145453, Animalia, Arthropoda
35139, Protista, Alveolata
6763, Animalia, Arthropoda
338196, Animalia, Arthropoda
174780, Animalia, Arthropoda
136204, Plantae, Angiosperms
1084567, Animalia, Arthropoda
204986, Plantae, Angiosperms
9011, Animalia, Chordata
9485, Animalia, Chordata
29107, Animalia, Chordata
119595, Plantae, Angiosperms
9009, Animalia, Chordata
114070, Animalia, Arthropoda
99858, Animalia, Chordata
287701, Animalia, Arthropoda
255003, Plantae, Angiosperms
48942, Protista, Rhodophyta
162310, Animalia, Chordata
465833, Animalia, Arthropoda
142253, Plantae, Angiosperms
78712, Plantae, Angiosperms
34884, Animalia, Chordata
4712, Animalia, Chordata
53717, Plantae, Angiosperms
2010997, Animalia, Arthropoda
48253, Animalia, Chordata
38207, Plantae, Angiosperms
1330018, Fungi, Basidiomycota
52613, Animalia, Arthropoda
7373, Animalia, Arthropoda
31433, Plantae, Algae
160456, Animalia, Chordata
27454, Animalia, Arthropoda
135972, Animalia, Chordata
178540, Animalia, Porifera
279930, Animalia, Chordata
13385, Plantae, Angiosperms
134854, Plantae, Angiosperms
16922, Plantae, Angiosperms
1574124, Animalia, Arthropoda
203940, Plantae, Angiosperms
104420, Animalia, Arthropoda
9837, Other, Other
296050, Plantae, Angiosperms
203941, Plantae, Angiosperms
141853, Animalia, Chordata
946280, Animalia, Arthropoda
1550735, Animalia, Mollusca
1407748, Plantae, Angiosperms
680187, Animalia, Chordata
9838, Other, Other
201621, Plantae, Angiosperms
137517, Animalia, Chordata
104421, Animalia, Arthropoda
419612, Other, Other
108594, Plantae, Angiosperms
381861, Animalia, Chordata
375934, Animalia, Arthropoda
647691, Animalia, Chordata
1840584, Plantae, Angiosperms
61487, Animalia, Arthropoda
372288, Animalia, Chordata
386524, Animalia, Chordata
153142, Plantae, Angiosperms
49707, Plantae, Angiosperms
61489, Animalia, Arthropoda
71324, Plantae, Angiosperms
56154, Plantae, Angiosperms
201625, Plantae, Angiosperms
201627, Plantae, Angiosperms
37261, Animalia, Arthropoda
386521, Animalia, Chordata
319931, Plantae, Angiosperms
82598, Animalia, Arthropoda
1241579, Animalia, Arthropoda
205718, Plantae, Angiosperms
83937, Plantae, Angiosperms
90675, Plantae, Angiosperms
261999, Plantae, Angiosperms
60963, Animalia, Arthropoda
4442, Plantae, Angiosperms
39524, Plantae, Angiosperms
1241576, Animalia, Arthropoda
182300, Plantae, Angiosperms
254099, Plantae, Bryophyta
182317, Plantae, Angiosperms
85178, Plantae, Angiosperms
68723, Animalia, Chordata
237561, Fungi, Ascomycota
29830, Fungi, Ascomycota
498019, Fungi, Ascomycota
51853, Animalia, Chordata
68724, Animalia, Chordata
294748, Fungi, Ascomycota
5476, Fungi, Ascomycota
39395, Animalia, Arthropoda
232300, Plantae, Angiosperms
192414, Plantae, Angiosperms
5477, Fungi, Ascomycota
61861, Plantae, Angiosperms
110325, Plantae, Angiosperms
51854, Animalia, Chordata
36066, Fungi, Basidiomycota
264150, Animalia, Chordata
28958, Plantae, Angiosperms
573826, Fungi, Ascomycota
42374, Fungi, Ascomycota
3823, Plantae, Angiosperms
284593, Fungi, Ascomycota
5478, Fungi, Ascomycota
341692, Plantae, Angiosperms
3824, Plantae, Angiosperms
232301, Plantae, Angiosperms
6756, Animalia, Arthropoda
913992, Animalia, Mollusca
9614, Animalia, Chordata
9615, Animalia, Chordata
28957, Plantae, Angiosperms
9612, Animalia, Chordata
5479, Fungi, Ascomycota
303691, Animalia, Chordata
69045, Animalia, Chordata
68725, Animalia, Chordata
1245528, Fungi, Ascomycota
4921, Fungi, Ascomycota
1136231, Fungi, Ascomycota
13393, Plantae, Angiosperms
45573, Fungi, Ascomycota
5480, Fungi, Ascomycota
578454, Fungi, Ascomycota
6755, Animalia, Arthropoda
88209, Animalia, Arthropoda
45781, Animalia, Chordata
3825, Plantae, Angiosperms
1257145, Animalia, Mollusca
78167, Fungi, Ascomycota
3483, Plantae, Angiosperms
32534, Animalia, Chordata
98735, Plantae, Angiosperms
590646, Fungi, Ascomycota
2315449, Fungi, Ascomycota
5482, Fungi, Ascomycota
5483, Fungi, Ascomycota
294747, Fungi, Ascomycota
223152, Animalia, Chordata
1048255, Plantae, Angiosperms
3426, Plantae, Angiosperms
40321, Plantae, Angiosperms
4072, Plantae, Angiosperms
33114, Plantae, Angiosperms
3719, Plantae, Angiosperms
9858, Animalia, Chordata
80379, Plantae, Angiosperms
9966, Animalia, Chordata
72540, Animalia, Chordata
72541, Animalia, Chordata
48167, Animalia, Chordata
202773, Plantae, Angiosperms
4073, Plantae, Angiosperms
173783, Animalia, Arthropoda
9923, Animalia, Chordata
9925, Animalia, Chordata
72542, Animalia, Chordata
80420, Animalia, Chordata
13395, Plantae, Magnoliophyta
41070, Animalia, Arthropoda
27604, Animalia, Chordata
72543, Animalia, Chordata
595528, Other, Other
34842, Animalia, Chordata
48560, Animalia, Chordata
119767, Animalia, Chordata
3464, Animalia, Arthropoda
72544, Animalia, Chordata
65558, Plantae, Magnoliophyta
34865, Animalia, Chordata
34866, Animalia, Chordata
283909, Animalia, Annelida
63165, Animalia, Chordata
695510, Animalia, Arthropoda
20484, Plantae, Angiosperms
61394, Animalia, Chordata
53602, Animalia, Arthropoda
241197, Plantae, Angiosperms
109590, Plantae, Angiosperms
303933, Animalia, Chordata
1075789, Animalia, Chordata
1193083, Animalia, Cnidaria
50461, Plantae, Angiosperms
49194, Animalia, Arthropoda
49192, Animalia, Arthropoda
303932, Animalia, Chordata
450228, Animalia, Arthropoda
7957, Animalia, Chordata
217509, Animalia, Chordata
443756, Animalia, Chordata
173318, Animalia, Chordata
82356, Plantae, Angiosperms
671158, Animalia, Chordata
12990, Plantae, Angiosperms
263685, Animalia, Chordata
109591, Plantae, Angiosperms
168717, Animalia, Cnidaria
138695, Animalia, Chordata
109593, Plantae, Angiosperms
109592, Plantae, Angiosperms
154811, Animalia, Chordata
176285, Animalia, Arthropoda
244777, Animalia, Chordata
6766, Animalia, Arthropoda
48032, Plantae, Angiosperms
114447, Animalia, Arthropoda
98964, Animalia, Chordata
138696, Animalia, Chordata
69401, Eukaryota, Chlorophyta
23101, Plantae, Magnoliophyta
13397, Animalia, Chordata
49195, Animalia, Arthropoda
143179, Plantae, Angiosperms
88034, Plantae, Angiosperms
142000, Plantae, Angiosperms
109594, Plantae, Angiosperms
182910, Animalia, Chordata
12991, Plantae, Angiosperms
100277, Plantae, Angiosperms
270764, Animalia, Chordata
8467, Animalia, Chordata
173309, Animalia, Chordata
109596, Plantae, Angiosperms
173313, Animalia, Chordata
142099, Animalia, Arthropoda
52617, Animalia, Chordata
109595, Plantae, Angiosperms
102757, Plantae, Angiosperms
109597, Plantae, Angiosperms
185303, Plantae, Angiosperms
111420, Plantae, Angiosperms
214075, Animalia, Chordata
450229, Animalia, Arthropoda
274469, Animalia, Chordata
175930, Animalia, Chordata
202609, Animalia, Chordata
50462, Plantae, Angiosperms
1171619, Animalia, Arthropoda
96729, Animalia, Chordata
101364, Animalia, Chordata
247931, Plantae, Angiosperms
1265864, Animalia, Arthropoda
1149273, Animalia, Arthropoda
247942, Plantae, Angiosperms
118799, Animalia, Arthropoda
201012, Plantae, Angiosperms
173312, Animalia, Chordata
50463, Plantae, Angiosperms
141942, Animalia, Arthropoda
54380, Animalia, Chordata
376895, Animalia, Chordata
32201, Plantae, Angiosperms
44489, Animalia, Chordata
185305, Plantae, Angiosperms
69859, Plantae, Angiosperms
223459, Animalia, Arthropoda
46612, Animalia, Chordata
138676, Animalia, Chordata
61865, Animalia, Chordata
302049, Animalia, Chordata
120936, Animalia, Arthropoda
75015, Animalia, Chordata
71021, Animalia, Chordata
6759, Animalia, Arthropoda
443759, Animalia, Chordata
109601, Plantae, Angiosperms
1171620, Animalia, Arthropoda
4714, Plantae, Angiosperms
181461, Animalia, Chordata
34600, Animalia, Arthropoda
7022, Animalia, Arthropoda
263686, Animalia, Chordata
274471, Animalia, Chordata
185306, Plantae, Angiosperms
274728, Animalia, Chordata
109602, Plantae, Angiosperms
1531406, Animalia, Arthropoda
49290, Animalia, Arthropoda
234464, Plantae, Angiosperms
114441, Animalia, Arthropoda
335955, Plantae, Angiosperms
92906, Plantae, Angiosperms
7807, Animalia, Chordata
312758, Plantae, Angiosperms
118064, Animalia, Arthropoda
175951, Plantae, Angiosperms
179362, Animalia, Chordata
140841, Plantae, Angiosperms
3649, Plantae, Angiosperms
82288, Plantae, Angiosperms
75418, Animalia, Arthropoda
65946, Plantae, Angiosperms
8951, Animalia, Chordata
142478, Animalia, Chordata
185301, Plantae, Angiosperms
1134736, Animalia, Arthropoda
7808, Animalia, Chordata
877948, Animalia, Arthropoda
7810, Animalia, Chordata
49291, Animalia, Arthropoda
40233, Animalia, Chordata
50465, Plantae, Angiosperms
179409, Animalia, Chordata
69862, Plantae, Angiosperms
143180, Plantae, Angiosperms
303935, Animalia, Chordata
78582, Animalia, Cnidaria
173315, Animalia, Chordata
360972, Animalia, Cnidaria
8943, Animalia, Chordata
182912, Animalia, Chordata
173350, Animalia, Chordata
140852, Plantae, Angiosperms
124115, Animalia, Chordata
6848, Animalia, Arthropoda
103656, Animalia, Chordata
175933, Animalia, Chordata
241230, Plantae, Angiosperms
252295, Animalia, Arthropoda
447399, Animalia, Arthropoda
32492, Animalia, Chordata
280671, Animalia, Chordata
173346, Animalia, Chordata
1868482, Animalia, Arthropoda
185307, Plantae, Angiosperms
69867, Plantae, Angiosperms
371910, Animalia, Chordata
447396, Animalia, Arthropoda
175943, Animalia, Chordata
247933, Plantae, Angiosperms
64408, Animalia, Arthropoda
138697, Animalia, Chordata
82188, Animalia, Arthropoda
30501, Other, Other
990566, Animalia, Chordata
653379, Plantae, Angiosperms
4222, Plantae, Angiosperms
280670, Animalia, Chordata
299770, Plantae, Angiosperms
303109, Animalia, Arthropoda
247930, Plantae, Angiosperms
100770, Plantae, Angiosperms
173314, Animalia, Chordata
140866, Plantae, Angiosperms
41075, Animalia, Arthropoda
41500, Plantae, Angiosperms
109604, Plantae, Angiosperms
865857, Other, Other
1112393, Animalia, Arthropoda
111423, Plantae, Angiosperms
144740, Animalia, Arthropoda
140875, Plantae, Angiosperms
114796, Animalia, Cnidaria
30463, Animalia, Chordata
8787, Animalia, Chordata
279180, Plantae, Angiosperms
51338, Animalia, Chordata
103480, Plantae, Angiosperms
51857, Animalia, Chordata
68535, Plantae, Angiosperms
3523, Plantae, Angiosperms
10185, Animalia, Chordata
237412, Animalia, Cnidaria
53852, Plantae, Angiosperms
3522, Plantae, Angiosperms
1884235, Plantae, Angiosperms
46037, Plantae, Angiosperms
75586, Plantae, Angiosperms
13405, Plantae, Angiosperms
695512, Animalia, Arthropoda
294607, Animalia, Arthropoda
21020, Plantae, Angiosperms
188296, Plantae, Angiosperms
12993, Animalia, Cnidaria
690174, Animalia, Arthropoda
64686, Plantae, Angiosperms
555350, Animalia, Chordata
43455, Animalia, Chordata
61454, Animalia, Chordata
159580, Animalia, Chordata
547471, Animalia, Chordata
85179, Plantae, Angiosperms
72790, Animalia, Arthropoda
182921, Animalia, Arthropoda
761849, Animalia, Arthropoda
98733, Protista, Rhodophyta
7970, Animalia, Chordata
7971, Animalia, Chordata
78717, Plantae, Angiosperms
78716, Plantae, Angiosperms
172405, Animalia, Chordata
159581, Animalia, Chordata
38237, Plantae, Angiosperms
9185, Animalia, Chordata
696896, Animalia, Arthropoda
126631, Plantae, Angiosperms
241529, Animalia, Chordata
159579, Animalia, Chordata
237413, Animalia, Cnidaria
423320, Animalia, Arthropoda
259651, Animalia, Chordata
259983, Animalia, Arthropoda
4058, Plantae, Angiosperms
181404, Animalia, Chordata
155717, Plantae, Angiosperms
54056, Animalia, Chordata
43452, Plantae, Angiosperms
56376, Animalia, Arthropoda
91951, Animalia, Chordata
9085, Animalia, Chordata
88081, Animalia, Chordata
228867, Plantae, Angiosperms
46696, Animalia, Cnidaria
